1,9.13487840308106
2,9.13487840308106
3,12.4974137043141
4,12.4974137043141
5,12.4974137043141
6,12.4974137043141
7,12.4974137043141
8,12.4974137043141
9,12.4974137043141
10,12.4974137043141
11,12.4974137043141
12,12.4974137043141
13,12.4974137043141
14,12.4974137043141
15,12.4974137043141
16,12.4974137043141
17,12.4974137043141
18,12.4974137043141
19,12.4974137043141
20,12.4974137043141
21,12.4974137043141
22,12.4974137043141
23,12.4974137043141
24,12.4974137043141
25,12.4974137043141
26,12.4974137043141
27,12.4974137043141
28,12.4974137043141
29,12.4974137043141
30,12.4974137043141
